物流单号,spu_id,商品名称,品牌,一级分类,发货仓库,目的地城市,物流公司,运输方式,发货日期,预计到达,实际到达,运输天数,物流运费,发货数量,件单价,物流状态
YT2606168417386,3470229348559230517,MIUCO气质OL风烫钻短款西装外套 高腰百褶半裙套装女2021春季新款,MIUCO,服装,成都双流仓,杭州,韵达物流,特快专递,2026-06-16,2026-06-21,2026-06-21,5,16.69,3,291.83,派送中
YT2604106390997,3422759877855057154,新宠 牛津布收纳整理箱,米魁,家居家装,广州白云仓,上海,顺丰速运,陆运快件,2026-04-10,2026-04-12,2026-04-15,5,19.34,2,32.52,已延误
YT2604256404964,3485467646177227663,FILA 斐乐2021夏款 女 连帽针织连衣裙121305,斐乐 (FILA),服装,武汉东西湖仓,石家庄,申通快递,特快专递,2026-04-25,2026-04-28,2026-04-28,3,20.25,1,419.0,运输中
YT2605214612782,3483251563152169023,德飨斋德州扒鸡手撕即食五香烧鸡500g 2,德州扒鸡,食品酒水,上海嘉定仓,重庆,德邦物流,特快专递,2026-05-21,2026-05-23,2026-05-24,3,8.35,1,58.0,已延误
YT2605282561443,3426482296826554480,飞利浦 男士全身水洗电动刮胡刀 剃须刀S1203,飞利浦 (PHILIPS),未分类,武汉东西湖仓,长春,申通快递,陆运快件,2026-05-28,2026-05-31,2026-05-31,3,13.91,9,182.01,派送中
YT2605295384680,3467512274988710181,汇创优品塑料水枪接头喷头水管套装,WEKECY,汽车用品,北京通州仓,南昌,圆通快递,航空快件,2026-05-29,2026-06-03,2026-06-03,5,16.4,1,18.8,已签收
YT2606082055143,3493856692230351560,坦博尔羽绒服潮男款中长款连帽休闲TF206501,坦博尔 (Tanboer),服装,广州白云仓,福州,中通快递,同城配送,2026-06-08,2026-06-12,2026-06-13,5,19.84,1,299.0,已延误
YT2606039241280,3468065576474249013,grace 洁丽雅洁丽雅吸水柔软成人家庭纯棉洗浴套装,洁丽雅（Grace）,家居家装,成都双流仓,大连,韵达物流,陆运快件,2026-06-03,2026-06-08,2026-06-08,5,16.15,2,79.9,运输中
YT2604123153707,3479176657145878121,老树故事A海南贵妃芒5斤 9斤,老树故事,食品酒水,武汉东西湖仓,济南,申通快递,同城配送,2026-04-12,2026-04-17,2026-04-17,5,113.34,146,8.9,已揽收
YT2606129134324,3461199609450343261,大成子优选 华生三层蒸锅,华生 (Wahson),家用电器,成都双流仓,苏州,申通快递,同城配送,2026-06-12,2026-06-17,2026-06-17,5,10.51,1,108.08,派送中
YT2606287238626,3457279257674392632,浪琴钻刻 石英表 95新 公价11360 表径16 25 005078007800,浪琴 (Longines),珠宝礼品,成都双流仓,成都,顺丰速运,标准快递,2026-06-28,2026-07-01,2026-07-01,3,14.77,2,3000.0,运输中
YT2604136643756,3486968909012329056,百威啤酒经典醇正口感330ml 12听 罐装拉格啤酒,百威 (BUDWEISER),食品酒水,北京通州仓,合肥,德邦物流,航空快件,2026-04-13,2026-04-17,2026-04-17,4,12.59,3,67.71,已签收
YT2604023821874,3470258917270012153,塔牌鲜米吟蜜桃味米酒320ml瓶装糯米甜酒低度桃子味,塔牌,食品酒水,成都双流仓,昆明,顺丰速运,标准快递,2026-04-02,2026-04-03,2026-04-05,3,16.38,1,19.0,已延误
YT2605107802045,3497674076426784774,洁柔120抽3层20包Face可湿水纸8 17,洁柔 (C&S),家居家装,上海嘉定仓,沈阳,申通快递,航空快件,2026-05-10,2026-05-13,2026-05-13,3,3248.7,1775,52.87,已签收
YT2605193550134,3474328736072120934,上海故事 双层真丝喷绘长条飘带 11 清明上河图 150 17cm,上海故事 (STORY IN SHANGHAI),箱包饰品,武汉东西湖仓,沈阳,京东物流,陆运快件,2026-05-19,2026-05-21,2026-05-21,2,9.78,2,65.83,运输中
YT2604037447462,3448042792427852369,马克华菲男童冬季新款透气休闲运动鞋26 38码 TDMK03007,马克华菲 (Mark Fairwhale),未分类,武汉东西湖仓,杭州,中通快递,特快专递,2026-04-03,2026-04-08,2026-04-08,5,41.4,39,79.0,已签收
YT2606172021821,3471222418146741921,杺薇今年流行包包女夏季2021,杺薇,箱包饰品,成都双流仓,大连,极兔速递,航空快件,2026-06-17,2026-06-19,2026-06-20,3,18.0,3,42.51,已延误
YT2605067241190,3415578006104725360,华为 HUAWEI P40,华为 (HUAWEI),手机数码,广州白云仓,成都,圆通快递,航空快件,2026-05-06,2026-05-11,2026-05-11,5,11.53,1,4624.52,派送中
YT2605034453047,3471574523726429776,安踏儿童女大童针织短袖衫362128157,安踏 (ANTA),运动健康,武汉东西湖仓,沈阳,京东物流,陆运快件,2026-05-03,2026-05-08,2026-05-08,5,15.72,1,159.0,派送中
YT2606028960511,3445981113644924350,DC 卫衣 FGU0313018,GU,服装,上海嘉定仓,苏州,德邦物流,陆运快件,2026-06-02,2026-06-06,2026-06-06,4,21.99,7,109.0,运输中
YT2606205185942,3486921647066344202,JAYJUN捷俊海葡萄润颜护肤套盒,捷俊 (JAYJUN),个护化妆,上海嘉定仓,上海,德邦物流,特快专递,2026-06-20,2026-06-23,2026-06-23,3,16.28,2,149.25,已签收
YT2604081854237,3461403993941630193,贵人鸟春夏季男女款GRN203,贵人鸟,运动健康,成都双流仓,南昌,极兔速递,陆运快件,2026-04-08,2026-04-10,2026-04-13,5,23.26,3,167.48,已延误
YT2606167020169,3488448765612967796,聚尚福酵素果冻105g 盒 7条 6盒,聚尚福,食品酒水,成都双流仓,重庆,顺丰速运,标准快递,2026-06-16,2026-06-17,2026-06-17,1,77.29,23,79.55,已签收
YT2604284108718,3480069486432934544,白色天丝牛仔裤薄款 裤长101 5 106cm,娅丽达 (Yerad),服装,北京通州仓,成都,中通快递,同城配送,2026-04-28,2026-04-30,2026-04-30,2,16.42,1,199.0,派送中
YT2605044016540,3446177522591637632,迪士尼 李宁联名系列女子时尚宽松短袖T恤ATSQ106,李宁 (LI-NING),运动健康,北京通州仓,南昌,中通快递,陆运快件,2026-05-04,2026-05-07,2026-05-08,4,16.43,2,51.17,已延误
YT2605144303972,3442484993086113967,马克华菲女装法式复古宫廷风连衣裙2020秋装新款收腰短款a字裙,马克华菲 (Mark Fairwhale),未分类,武汉东西湖仓,天津,极兔速递,特快专递,2026-05-14,2026-05-18,2026-05-18,4,12.16,2,329.01,派送中
YT2606117033729,3460023550776348951,珂莱蒂尔 上衣 KZ01340R1,珂莱蒂尔 (Koradior),服装,上海嘉定仓,上海,京东物流,标准快递,2026-06-11,2026-06-15,2026-06-15,4,26.84,11,571.15,已签收
YT2604222079471,3455255292990849480,交叉大圆圈耳钉H3739001,卡思亚CARSINYA,珠宝礼品,成都双流仓,福州,申通快递,同城配送,2026-04-22,2026-04-27,2026-04-27,5,13.41,1,22.8,已签收
YT2605108514744,3479761459909684441,马克华菲2007男童鞋2021夏季新款中大童透气休闲鞋防滑耐磨运动鞋,马克华菲 (Mark Fairwhale),运动健康,北京通州仓,太原,申通快递,同城配送,2026-05-10,2026-05-15,2026-05-15,5,7.16,1,119.87,运输中
YT2606296952988,3482521738737252835,蒂佳婷水动力活力水润面膜,蒂佳婷 (Dr.Jart+),个护化妆,上海嘉定仓,大连,中通快递,特快专递,2026-06-29,2026-07-01,2026-07-04,5,1723.54,1095,175.0,已延误
YT2606282283011,3461159552370792295,DISSONA新品女士优雅链条包单肩斜挎包包8193015402,迪桑娜 (DISSONA),箱包饰品,武汉东西湖仓,合肥,中通快递,标准快递,2026-06-28,2026-07-01,2026-07-01,3,27.23,4,109.0,已签收
YT2604066099963,3471338347820142791,夏宝宝连体衣吊带包屁公主新生儿幼儿哈衣爬服,幼歌 (YOUGE),母婴,上海嘉定仓,广州,申通快递,标准快递,2026-04-06,2026-04-11,2026-04-11,5,14.1,1,72.58,运输中
YT2606174248830,3452460600620368085,玖皙 靓颜紧致舒缓冻干粉套,玖皙 (DRAWSHE),个护化妆,成都双流仓,福州,韵达物流,特快专递,2026-06-17,2026-06-20,2026-06-20,3,19.62,5,68.8,已签收
YT2604116276340,3482104018757620624,婴幼儿童干湿绵柔两用巾60抽 3包,三只小猪 (The three piggy),母婴,武汉东西湖仓,北京,顺丰速运,同城配送,2026-04-11,2026-04-16,2026-04-16,5,15.87,1,9.9,已揽收
YT2605154849418,3414428857539910049,美特斯邦威悲伤蛙联名短袖t恤情侣装潮男2020新款夏季宽松618009,美特斯邦威 (Meters Bonwe),未分类,成都双流仓,广州,顺丰速运,同城配送,2026-05-15,2026-05-16,2026-05-16,1,91.55,84,69.01,已签收
YT2605241010996,3453361953211339740,达芙妮秋冬季长款女靴202007540,达芙妮 (DAPHNE),服装,成都双流仓,宁波,德邦物流,标准快递,2026-05-24,2026-05-26,2026-05-26,2,8.2,1,179.0,已揽收
YT2604164569726,3468391235918672751,苹果亚历山大X麦当劳暗黑系个性手机壳,MONDRIAN,手机数码,北京通州仓,贵阳,德邦物流,同城配送,2026-04-16,2026-04-21,2026-04-21,5,21.01,1,32.06,已签收
YT2606169349825,3461910349228431322,JXD蒙纳斯德XO白兰地700ml 拍1发6,蒙纳斯德,食品酒水,上海嘉定仓,成都,中通快递,特快专递,2026-06-16,2026-06-21,2026-06-22,6,18.65,1,246.94,已延误
YT2605119271323,3490512012067399787,回力手绘鞋高帮帆布鞋2021春季新款爆改涂鸦百搭休闲板鞋子女潮鞋,回力 (Warrior),服装,北京通州仓,宁波,极兔速递,航空快件,2026-05-11,2026-05-12,2026-05-12,1,13.12,1,89.0,已签收
YT2605109578004,3467502768254768151,VGRASS STUDIO 短外套女SSWTM11610,VGRASS STUDIO,服装,武汉东西湖仓,长春,申通快递,陆运快件,2026-05-10,2026-05-11,2026-05-11,1,12.69,4,1539.0,派送中
YT2604056778699,3468745519013212445,MORPHY RICHARDS 摩飞米桶,摩飞电器 (MORPHY RICHARDS),家用电器,武汉东西湖仓,南宁,中通快递,同城配送,2026-04-05,2026-04-09,2026-04-09,4,8.52,1,239.0,运输中
YT2604285820401,3445839540785440414,中国黄金 珍尚银 硬18K金貔貅红玛瑙手串D,珍·尚银,未分类,武汉东西湖仓,太原,申通快递,同城配送,2026-04-28,2026-05-03,2026-05-03,5,299.76,172,199.0,已签收
YT2605238308476,3440948842290391232,gb好孩子婴儿勺子宝宝硅胶软勺辅食碗勺学吃饭米糊勺汤匙儿童餐具,好孩子 (gb),母婴,武汉东西湖仓,沈阳,京东物流,特快专递,2026-05-23,2026-05-24,2026-05-24,1,12.39,1,19.0,运输中
YT2604261049043,3475473506152629219,咿丽新款时尚女士单鞋33 7,咿丽,服装,广州白云仓,武汉,圆通快递,航空快件,2026-04-26,2026-04-28,2026-04-30,4,15.65,1,39.9,已延误
YT2606299999398,3447816888019738270,浪琴军旗钻刻 机械男表 95系 公价13000 211168016500,浪琴 (Longines),未分类,成都双流仓,长春,申通快递,陆运快件,2026-06-29,2026-06-30,2026-06-30,1,16.83,1,7000.0,已揽收
YT2604141520220,3440534558326548084,伊芳妮星钻口红,伊芳妮 (YIFANGNI),未分类,上海嘉定仓,南昌,德邦物流,特快专递,2026-04-14,2026-04-18,2026-04-19,5,31.32,15,89.01,已延误
YT2604299954572,3447071375968315217,聚饰美满钻精致弹簧夹女头发后脑盘发发夹横夹女士头饰卡子 梦梦,聚饰美,珠宝礼品,成都双流仓,西安,申通快递,陆运快件,2026-04-29,2026-05-04,2026-05-04,5,122.39,41,15.9,运输中
YT2606166149341,3470789172011394461,公牛分控单独控制开关插座插排多功能独立开关家用电源拖接线板米,公牛 (BULL),家居家装,广州白云仓,大连,顺丰速运,航空快件,2026-06-16,2026-06-20,2026-06-20,4,20.22,1,47.98,派送中
YT2606152483096,3472850236387552291,331抖B 天梭 99新 4758193,天梭 (Tissot),珠宝礼品,北京通州仓,南宁,韵达物流,同城配送,2026-06-15,2026-06-19,2026-06-19,4,12.16,1,1326.0,运输中
YT2605299393069,3478985065030144805,天气丹30支乳液 5ML旅行装,后 (The history of whoo),个护化妆,上海嘉定仓,青岛,顺丰速运,航空快件,2026-05-29,2026-05-31,2026-05-31,2,13.28,1,135.0,已签收
YT2604161439372,3454662035609157300,美菱网红款空气炸锅 3 7L大容量 整鸡可烤,美菱 (MeiLing),家用电器,广州白云仓,武汉,申通快递,特快专递,2026-04-16,2026-04-18,2026-04-18,2,17.31,1,179.0,派送中
YT2604052709566,3457499881588050659,德力西工业级活动扳手8寸,德力西,家居家装,北京通州仓,太原,申通快递,同城配送,2026-04-05,2026-04-09,2026-04-09,4,17.06,1,17.9,派送中
YT2605255100617,3468232319805054578,春季大码显瘦牛仔裤6138,伊自尚,服装,广州白云仓,南宁,圆通快递,航空快件,2026-05-25,2026-05-28,2026-05-28,3,66.5,23,97.09,运输中
YT2605309480259,3477699967899036141,杉杉女装正品25X101L0149,杉杉 (Firs),服装,成都双流仓,上海,韵达物流,陆运快件,2026-05-30,2026-05-31,2026-05-31,1,13.31,2,309.0,运输中
YT2604084425392,3436307152829059959,金韩沙 186 23 跟高5CM减龄百搭高跟鞋,金韩沙,未分类,广州白云仓,太原,申通快递,特快专递,2026-04-08,2026-04-13,2026-04-13,5,23.29,3,132.14,运输中
YT2605146282088,3485830495609188904,苹果 Apple iPhone12Pro Max 128G版本,苹果 (APPLE),手机数码,北京通州仓,杭州,德邦物流,特快专递,2026-05-14,2026-05-19,2026-05-19,5,13.8,1,8758.0,已揽收
YT2606018046076,3478472619672628208,D31BS50363胸前喜字图案T恤,米子旗,服装,上海嘉定仓,福州,极兔速递,特快专递,2026-06-01,2026-06-05,2026-06-05,4,37.9,7,19.35,派送中
YT2606139814702,3454443112561311539,淘只 98新天梭男表自动 39 3表径T41 1 483 53公价4450,天梭 (Tissot),珠宝礼品,北京通州仓,长沙,韵达物流,标准快递,2026-06-13,2026-06-15,2026-06-15,2,13.8,4,2500.0,已签收
YT2606114949667,3430940443024735199,新边界新疆特产红枣阿胶蜜枣250g零食,新边界 (New boundaries),未分类,上海嘉定仓,重庆,申通快递,陆运快件,2026-06-11,2026-06-12,2026-06-12,1,34.03,8,9.91,派送中
YT2605258677220,3473763859725165464,迪士尼大牌复古唐老鸭单肩包狗牙包新款,迪士尼 (DISNEY),箱包饰品,成都双流仓,大连,极兔速递,同城配送,2026-05-25,2026-05-30,2026-06-02,8,1114.71,604,37.36,已延误
YT2605255335801,3453365144338463057,官栈即食花胶70g 3瓶,官栈,食品酒水,上海嘉定仓,济南,韵达物流,标准快递,2026-05-25,2026-05-28,2026-05-28,3,34.82,8,172.27,派送中
YT2604024775767,3487524389908561444,马克华菲男鞋小白鞋,马克华菲 (Mark Fairwhale),服装,北京通州仓,贵阳,顺丰速运,标准快递,2026-04-02,2026-04-04,2026-04-07,5,14.4,1,958.67,已延误
YT2606269418890,3462970883902184016,MIUCO木耳花边领拼接荷叶袖上衣 粗花呢高腰短裤套装女2021早春新,MIUCO,服装,成都双流仓,厦门,韵达物流,特快专递,2026-06-26,2026-07-01,2026-07-01,5,7.47,1,308.0,已签收
YT2606142279409,3481828387243309994,春夏新款女士内裤 优雅石墨烯内裤包臀透气17,南极人 (NANJIREN),服装,广州白云仓,南京,极兔速递,陆运快件,2026-06-14,2026-06-17,2026-06-17,3,25.12,5,14.19,已签收
YT2606168640333,3469178275581062808,伊菲丹超级面膜10ml,伊菲丹 (Evidens de Beaute),个护化妆,上海嘉定仓,南宁,申通快递,特快专递,2026-06-16,2026-06-18,2026-06-18,2,20.85,6,282.33,已签收
YT2604124256442,3484110814326187812,小花5秋 未使用 LOUIS VUITTON 洗漱包 26,路易威登 (Louis Vuitton),运动健康,广州白云仓,北京,德邦物流,特快专递,2026-04-12,2026-04-13,2026-04-13,1,16.85,1,4780.0,运输中
YT2606095766798,3464550134828907098,笛莎女童皮鞋2021春秋季新款中大童儿童小公主皮鞋时尚蝴蝶结鞋子,笛莎 (DEESHA),母婴,成都双流仓,长春,申通快递,航空快件,2026-06-09,2026-06-12,2026-06-12,3,15.19,1,99.0,运输中
YT2606119856324,3496851770636921258,雅诗兰黛DW持妆粉底液 油皮亲妈 持久遮瑕控油 7ml,雅诗兰黛 (ESTEE LAUDER),其他,广州白云仓,南宁,京东物流,标准快递,2026-06-11,2026-06-12,2026-06-12,1,22.67,4,61.85,已签收
YT2605032626435,3480793218428346722,LEGO乐高城市系列60228 深空火箭发射控制中心拼插积木儿童玩具,乐高 (LEGO),母婴,北京通州仓,长沙,韵达物流,特快专递,2026-05-03,2026-05-07,2026-05-10,7,13.02,1,899.0,已延误
YT2604198003185,3489190661142483997,86057号septwolves 七匹狼西服上衣180 XXL,七匹狼 (SEPTWOLVES),服装,上海嘉定仓,上海,中通快递,航空快件,2026-04-19,2026-04-22,2026-04-22,3,12.99,1,89.9,已签收
YT2604027932534,3489967030310992263,后天气丹花献光彩紧颜系列礼盒,后 (The history of whoo),个护化妆,广州白云仓,重庆,中通快递,特快专递,2026-04-02,2026-04-07,2026-04-07,5,21.04,8,1580.0,运输中
YT2605131440678,3465837117568100625,新百伦男鞋35033111,新百伦 (NEW BOLUNE),运动健康,武汉东西湖仓,上海,德邦物流,标准快递,2026-05-13,2026-05-18,2026-05-18,5,26.64,9,47.13,派送中
YT2606132117053,3466752403100028804,美康粉黛凤舞牡丹丝绒唇釉,美康粉黛,个护化妆,上海嘉定仓,武汉,极兔速递,航空快件,2026-06-13,2026-06-18,2026-06-21,8,15.38,1,59.0,已延误
YT2606054935851,3480877560907308760,016 S925银十字架项链,中国黄金 (China Gold),珠宝礼品,北京通州仓,南昌,韵达物流,特快专递,2026-06-05,2026-06-06,2026-06-06,1,18.6,1,99.0,运输中
YT2604233389462,3417073749898488908,韩水仙黑曜石钻切三色口红不掉色不沾杯 枫叶红 阳光橙中国红,韩水仙 (HINSOCHA),未分类,上海嘉定仓,合肥,德邦物流,同城配送,2026-04-23,2026-04-24,2026-04-24,1,14.42,1,37.99,已揽收
YT2604299816802,3432960157821361752,颐莲玻尿酸晚安面膜,颐莲 (Rellet),未分类,成都双流仓,长沙,圆通快递,特快专递,2026-04-29,2026-05-02,2026-05-02,3,104.1,107,149.01,派送中
YT2605131029879,3483413865830696153,苏泊尔蒸锅304不锈钢双层加厚底家用蒸锅加高锅盖燃气电磁炉通用,苏泊尔 (SUPOR),其他,成都双流仓,青岛,京东物流,航空快件,2026-05-13,2026-05-14,2026-05-14,1,11.8,1,178.44,派送中
YT2604145427512,3492119019413188365,Semir运动鞋21年拼接撞色可爱休闲板鞋109521141054,森马 (Semir),运动健康,北京通州仓,郑州,德邦物流,航空快件,2026-04-14,2026-04-17,2026-04-17,3,14.96,5,142.93,已签收
YT2606107525407,3447267381288770178,兰芝套盒,兰芝 (Laneige),个护化妆,武汉东西湖仓,天津,德邦物流,航空快件,2026-06-10,2026-06-12,2026-06-12,2,18.42,2,9999.0,运输中
YT2605126033799,3483666957482495368,watercome 水之蔻脱毛膏男女士专用去腋毛温和不刺激学生平价,水之蔻 (watercome),个护化妆,北京通州仓,南宁,极兔速递,特快专递,2026-05-12,2026-05-13,2026-05-13,1,448.67,187,25.62,已签收
YT2605105482579,3469951120577809856,316抖D 古驰 95新 5610296,古驰 (GUCCI),箱包饰品,成都双流仓,沈阳,申通快递,标准快递,2026-05-10,2026-05-13,2026-05-13,3,16.33,1,7261.0,已签收
YT2605291179878,3474491839527171240,素士电动冲牙器便携式家用牙结石牙齿清洁水牙线小蓝瓶,素士,家用电器,武汉东西湖仓,济南,韵达物流,标准快递,2026-05-29,2026-05-31,2026-05-31,2,251.95,88,228.1,派送中
YT2604079836175,3444438187538273958,L420M061,斯凯奇 (SKECHERS),未分类,上海嘉定仓,郑州,中通快递,同城配送,2026-04-07,2026-04-08,2026-04-08,1,19.05,2,309.0,运输中
YT2605116143483,3471513327111386233,康佳美肤仪,康佳 (Konka),家用电器,广州白云仓,苏州,极兔速递,航空快件,2026-05-11,2026-05-15,2026-05-17,6,11.42,1,297.5,已延误
YT2604142327428,3405327845428449037,韩国UNNY眼线液笔纤细不易晕染初学者新手防水,悠宜 (UNNY CLUB),未分类,上海嘉定仓,厦门,韵达物流,标准快递,2026-04-14,2026-04-19,2026-04-19,5,22.16,11,59.2,已签收
YT2605069992564,3505866717953925034,SKYWORTH 创维扫地机器人M716,创维 (Skyworth),未分类,北京通州仓,长沙,京东物流,航空快件,2026-05-06,2026-05-09,2026-05-10,4,24.76,4,199.0,已延误
YT2604161511273,3425178383410150210,蒂爱婴儿水温计精准温度计测试卡淋浴工具,蒂爱 (dilove),母婴,广州白云仓,杭州,德邦物流,同城配送,2026-04-16,2026-04-20,2026-04-20,4,19.81,4,17.41,派送中
YT2604071169889,3466380437381874069,戴维贝拉夏装女童连衣裙宝宝洋气公主裙蓬蓬裙儿童裙子DBM14099,戴维贝拉 (DAVE＆BELLA),母婴,广州白云仓,昆明,韵达物流,航空快件,2026-04-07,2026-04-08,2026-04-11,4,29.75,7,150.94,已延误
YT2605069576920,3467506521880042913,蝶莲娜 黑盖粉底液dz,蝶莲娜,个护化妆,武汉东西湖仓,宁波,京东物流,标准快递,2026-05-06,2026-05-10,2026-05-10,4,1001.79,588,138.72,已签收
YT2606192123329,3429076019204737600,澳洲cemoy洗面奶氨基酸温和白金流明敏感肌洁面清洁毛孔,安瓶 (CEMOY),未分类,上海嘉定仓,贵阳,韵达物流,特快专递,2026-06-19,2026-06-20,2026-06-20,1,127.18,51,108.05,已揽收
YT2604055613935,3492505880002472534,X 特步女款短袖980228010399,特步 (XTEP),运动健康,广州白云仓,深圳,京东物流,陆运快件,2026-04-05,2026-04-08,2026-04-08,3,16.86,1,42.0,运输中
YT2605275844817,3452846297231587050,盛唐优选 YSL niki 97新 公价17500 AG08100700113,圣罗兰 (YSL),箱包饰品,广州白云仓,贵阳,韵达物流,陆运快件,2026-05-27,2026-05-30,2026-05-30,3,8.12,1,9999.0,运输中
YT2604091928695,3488275592707716062,7 5菲安妮单肩包FAAFIZS006,菲安妮 (FION),箱包饰品,上海嘉定仓,石家庄,极兔速递,同城配送,2026-04-09,2026-04-11,2026-04-11,2,116.13,35,692.34,运输中
YT2606261143208,3473964529279489798,安洁利严选迪奥手提包 95新 BK45588 公价19800,迪奥 (DIOR),个护化妆,成都双流仓,郑州,京东物流,陆运快件,2026-06-26,2026-06-29,2026-06-29,3,16.64,1,19800.0,运输中
YT2604103562943,3438357995535373841,巴拉巴拉运动鞋慢跑鞋冬季缓震气垫24404191473,巴拉巴拉 (BALABALA),运动健康,上海嘉定仓,天津,韵达物流,航空快件,2026-04-10,2026-04-14,2026-04-14,4,17.82,4,152.66,已揽收
YT2605218988442,3476929444214614304,35 春夏时尚潮流女士衬衫 601,雅鹿（YALOO）,服装,广州白云仓,广州,韵达物流,陆运快件,2026-05-21,2026-05-25,2026-05-25,4,76.05,25,29.9,已签收
YT2605294768346,3473054556705970082,天梭 经典力洛克镀金 99新 21年全套 40盘 自动机械 工价4850,天梭 (Tissot),珠宝礼品,武汉东西湖仓,北京,中通快递,标准快递,2026-05-29,2026-05-31,2026-05-31,2,12.87,2,1825.0,已签收
YT2606053386005,3481616449901084872,莫小七 NC5 16 Z1051604 LV 三合一 MI1996,路易威登 (Louis Vuitton),运动健康,上海嘉定仓,成都,京东物流,同城配送,2026-06-05,2026-06-08,2026-06-08,3,6.88,1,6800.0,派送中
YT2604093876652,3482677283200856422,南极人5双装纯色棉质男士短袜子男夏季薄款透气防臭吸汗运动船袜,南极人 (NANJIREN),服装,武汉东西湖仓,郑州,德邦物流,特快专递,2026-04-09,2026-04-12,2026-04-12,3,18.22,1,23.88,运输中
YT2604084302342,3474924295749283984,樊登读书会员年卡,樊登读书,图书音像,武汉东西湖仓,石家庄,申通快递,陆运快件,2026-04-08,2026-04-11,2026-04-11,3,33.71,9,463.49,运输中
YT2605055074719,3471044058808515146,FILA童装体恤K11B124148FWT,斐乐 (FILA),母婴,北京通州仓,天津,极兔速递,标准快递,2026-05-05,2026-05-09,2026-05-09,4,20.09,1,379.0,已签收
YT2606042595080,3488813539358041892,CHARLES KEITH果冻包CK2 50781499 1果然甜亚克力链条手提包,CHARLES&KEITH,箱包饰品,北京通州仓,上海,德邦物流,特快专递,2026-06-04,2026-06-05,2026-06-05,1,22.68,11,449.32,派送中
YT2606042546398,3425391888407084352,娇韵诗双萃精华30 50ml 04,娇韵诗 (Clarins),未分类,广州白云仓,重庆,京东物流,同城配送,2026-06-04,2026-06-08,2026-06-08,4,19.37,1,582.32,已签收
YT2605206970985,3481474110322800613,Daphne 达芙妮小白鞋增高女鞋厚底松糕鞋2021新款百搭网面,达芙妮 (DAPHNE),服装,成都双流仓,宁波,顺丰速运,同城配送,2026-05-20,2026-05-23,2026-05-23,3,8.73,1,178.8,派送中
YT2605086048098,3429944529212585973,ONLY2020秋季新款短款时尚气质A字裙皮裙半身裙女 12036S001,ONLY,服装,北京通州仓,宁波,圆通快递,标准快递,2026-05-08,2026-05-10,2026-05-10,2,67.34,24,271.19,派送中
YT2606016509970,3499431349360696784,Adidas 阿迪达斯正品 2021夏季新款三叶草男女经典休闲鞋 H03250,阿迪达斯 (Adidas),运动健康,上海嘉定仓,北京,申通快递,特快专递,2026-06-01,2026-06-02,2026-06-02,1,21.8,1,449.0,已揽收
YT2606227028561,3495313598841024621,拉夏贝尔 2021秋季新款韩版宽松设计感减龄连帽卫衣女ins,拉夏贝尔 (La Chapelle),服装,北京通州仓,大连,圆通快递,标准快递,2026-06-22,2026-06-26,2026-06-29,7,9.4,1,53.54,已延误
YT2604178625453,3422162899781729048,红谷林 小石子饼石头饼100g,红谷林 (HONGGULIN),未分类,北京通州仓,宁波,申通快递,陆运快件,2026-04-17,2026-04-20,2026-04-21,4,470.59,165,19.91,已延误
YT2605101385405,3441126552920836666,达芙妮 夏涵专享 靴子202005503,达芙妮 (DAPHNE),未分类,上海嘉定仓,南宁,申通快递,航空快件,2026-05-10,2026-05-13,2026-05-15,5,42.75,16,136.11,已延误
YT2605075290646,3486793474630628949,夏季男款亲肤透气MLS 9663POLO衫,木林森 (MULINSEN),服装,武汉东西湖仓,昆明,中通快递,同城配送,2026-05-07,2026-05-12,2026-05-13,6,20.59,16,77.35,已延误
YT2606147786253,3457278572786495717,路易卡迪C 菱格枪色拼接链条单肩包,路易卡迪,箱包饰品,武汉东西湖仓,哈尔滨,圆通快递,标准快递,2026-06-14,2026-06-19,2026-06-19,5,65.75,25,1280.0,运输中
YT2606105396512,3419561568944397229,福临门河套平原雪花小麦粉5kg,福临门,食品酒水,北京通州仓,长沙,申通快递,同城配送,2026-06-10,2026-06-12,2026-06-12,2,12.33,1,99.0,已签收
YT2605036963178,3484765513480046098,Nars 娜斯腮红Orgasm 4 8g,纳斯 (NARS),个护化妆,上海嘉定仓,郑州,申通快递,同城配送,2026-05-03,2026-05-08,2026-05-10,7,11.12,1,190.12,已延误
YT2604303166397,3453413196382255479,臻铁真不锈铸铁IH炒锅钢玻盖FC30Z3,苏泊尔 (SUPOR),家居家装,成都双流仓,苏州,极兔速递,同城配送,2026-04-30,2026-05-05,2026-05-05,5,83.47,64,219.0,已签收
YT2606013168354,3424956868349590176,ONE MORE2020织带连体裤气质黑色简约休闲裤时尚A1BC9103A02,one more,未分类,广州白云仓,青岛,圆通快递,同城配送,2026-06-01,2026-06-06,2026-06-06,5,53.12,38,117.44,运输中
YT2605247895143,3446871980056398826,胖虎天梭 95新 公价4200 992011010388,天梭 (Tissot),未分类,广州白云仓,西安,德邦物流,特快专递,2026-05-24,2026-05-28,2026-05-28,4,11.39,2,2299.0,运输中
YT2604125938218,3486114972927417696,潘婷氨基酸无硅油洗发水微米净透排浊赋能530g 星云1,潘婷 (PANTENE),其他,成都双流仓,厦门,韵达物流,标准快递,2026-04-12,2026-04-13,2026-04-13,1,22.14,2,46.75,派送中
